24.5,0.1,0.0,0.0,0.0,4.4,0.0,0.0,0.2,0.3,0.2,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,1.9,0.6,2.6,0.2,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.2,1.1
0.0,47.4,0.2,3.3,0.0,0.2,6.0,0.0,0.1,5.4,8.7,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,1.6,0.0,0.0,0.0,5.3,0.2,0.4,0.0,0.0,0.1,0.0,0.0,0.2,0.9,0.0,0.0,0.1,0.0
0.0,0.6,7.9,0.6,0.2,0.0,0.2,0.0,0.0,10.6,0.3,0.3,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.3,0.6,21.5,0.1,0.0,0.7,0.0,0.0,6.3,1.5,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,2.6,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
0.0,0.2,0.7,0.0,12.3,0.0,0.0,0.0,0.0,5.0,0.2,0.1,1.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2,0.2,0.0,0.0,0.0,45.7,0.0,0.0,0.5,1.1,0.6,0.2,0.0,0.0,0.4,0.4,0.0,0.0,1.7,0.5,3.2,0.0,0.2,0.0,0.0,0.4,2.7,5.0,0.5,0.0,0.0,0.9,0.0,0.0,1.1,0.2,0.0,0.0,2.2,0.4
0.0,5.0,0.0,0.4,0.0,0.0,10.1,0.0,0.0,0.6,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.2,0.2,0.2,0.1,1.5,0.0,0.0,18.9,7.7,0.4,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,1.6,0.2,0.0,0.2,0.0,0.0,0.5,2.4,3.4,0.2,0.2,0.0,0.2,0.0,0.1,0.4,0.2,0.1,0.2,0.2,0.2
0.0,2.0,2.9,2.0,1.0,0.4,0.3,0.0,1.0,96.6,1.8,2.3,0.9,1.3,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.2,0.0,0.2,6.6,0.4,0.2,2.1,0.0,0.2,0.0,0.0,0.7,0.2,0.0,0.0,0.2,0.0
0.0,10.8,0.2,1.2,0.0,0.4,5.0,0.0,0.2,3.5,91.8,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.7,0.0,3.4,0.0,0.7,0.2,6.0,0.3,2.6,0.0,0.2,0.2,0.0,0.0,0.6,6.1,0.0,0.0,0.2,0.0
0.0,0.4,0.2,0.2,0.0,0.2,0.0,0.0,0.9,7.5,0.3,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,4.2,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
0.0,0.2,2.3,0.2,1.3,0.0,0.0,0.0,0.0,5.6,0.2,0.1,7.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.4,0.1,4.7,0.0,0.0,0.0,0.2,5.3,0.2,0.2,0.9,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,12.1,0.2,0.0,0.0,1.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,2.9,0.0,0.0,2.9,0.0,0.0,0.0,0.1,0.0
0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,1.3,0.0,0.0,0.0,0.0,26.6,0.0,0.0,0.2,0.0,4.0,0.0,0.2,0.0,0.2,0.0,0.9,0.2,6.6,0.0,0.0,0.2,0.0,0.0,3.4,1.3,0.0,0.0,0.6,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.2,0.0,0.5,0.0,0.5,0.0,4.9,0.0,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.9,0.5,0.0,0.0,1.1,0.0,0.0,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,20.3,0.0,0.4,0.0,0.0,0.0,1.5,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.1,0.2,1.5,0.0,0.0
0.1,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.7,0.2,0.0,0.0,17.7,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.9,0.0,0.0,2.4,0.0,0.0,0.0,0.2,0.0
0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,23.6,0.0,0.0,0.0,0.2,0.0,1.8,0.7,2.8,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,1.6,0.2,0.0,1.2
0.2,0.6,0.0,0.0,0.0,2.8,0.2,0.0,0.0,0.8,1.6,0.2,0.0,0.0,0.2,4.4,0.0,0.0,1.3,0.0,39.8,0.0,0.1,0.0,0.2,0.1,1.7,0.5,2.1,0.0,0.0,0.4,0.0,0.0,6.4,0.5,0.0,0.0,1.3,0.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.2,0.0,6.2,0.0,2.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.3,0.0,0.0,0.0
0.0,2.8,0.1,2.1,0.0,0.1,0.4,0.0,0.0,2.8,4.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,14.3,0.0,0.0,0.0,4.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.4,0.8,0.0,0.3,0.0,1.5,0.0,25.0,0.0,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.4,1.1,0.1,0.1,0.6,0.2,0.0,0.0
0.0,0.4,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.3,2.9,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,17.9,0.0,0.3,0.0,1.8,0.0,0.8,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0
1.5,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.7,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.8,0.2,0.0,0.0,0.2,0.0,49.5,0.5,1.6,0.2,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.2,0.0,0.1,1.9
0.3,2.8,0.3,1.0,0.0,1.3,0.4,0.0,1.1,16.2,2.5,4.2,0.2,0.2,0.1,0.4,0.0,0.0,0.2,0.2,0.9,0.0,1.9,0.0,0.0,0.2,88.3,4.6,0.6,0.4,0.0,0.2,0.0,0.0,0.7,1.2,0.1,0.0,1.4,0.2
1.2,0.3,0.0,0.1,0.0,4.1,0.0,0.0,1.8,1.6,0.5,0.5,0.0,0.0,0.2,0.2,0.0,0.0,0.2,2.6,0.5,0.0,0.1,0.0,0.0,0.7,7.0,39.6,0.3,0.0,0.0,0.6,0.0,0.0,0.7,0.2,0.2,0.0,0.6,1.2
0.0,0.8,0.0,0.1,0.0,0.2,0.2,0.0,0.0,0.9,4.7,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.2,0.0,2.0,0.0,0.2,0.0,1.7,0.0,1.3,0.2,40.8,0.0,0.4,0.2,0.0,0.0,2.0,1.9,0.0,0.0,0.2,0.0
0.0,0.2,0.5,0.1,0.5,0.0,0.0,0.0,0.1,8.0,0.2,0.2,0.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.2,0.0,6.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.7,0.0,0.0,0.0,2.3,0.7,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.4,0.0,0.0,37.5,0.0,0.0,3.0,0.2,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.8,0.0,0.5,0.0,0.6,0.1,0.2,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,1.1,0.0,0.0,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,0.0,0.6,0.0,0.0,0.0,1.6,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.1,10.4,0.0,0.0,0.4,1.1,0.0,0.0
0.0,0.5,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.8,1.7,0.0,0.0,0.0,0.9,2.5,0.0,0.0,1.1,0.1,6.5,0.0,0.2,0.0,0.2,0.2,1.1,0.2,1.4,0.0,0.0,0.8,0.0,0.0,54.7,0.2,0.0,0.0,0.2,0.0
0.0,1.7,0.0,0.2,0.0,0.1,0.3,0.0,0.0,0.8,8.2,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.7,0.0,0.2,0.0,2.8,0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.2,20.7,0.0,0.0,0.7,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,2.4,0.0,0.0,0.0,0.3,0.0,0.5,0.2,0.4,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,6.2,0.0,0.0,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.9,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.2,7.1,0.0,0.0
0.2,0.2,0.0,0.0,0.0,1.2,0.0,0.0,0.2,0.7,0.6,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,1.7,0.0,0.1,0.0,0.0,0.0,3.4,0.7,0.3,0.0,0.0,0.7,0.0,0.0,0.4,1.1,0.0,0.0,12.0,0.0
0.7,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.3,0.4,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.5
